from_id;to_id;fromid_toid;route_number;at;from_x;from_y;to_x;to_y;total_route_time;route_time;route_distance;route_total_lines
5861326;5791359;5861326_5791359;1;08:10;24.9704379;60.3119173;24.8519442;60.393138199999996;118.0;98.0;19973.9;2.0
5861326;5791360;5861326_5791360;1;08:10;24.9704379;60.3119173;24.856476999999998;60.393211300000004;119.0;99.0;20028.1;2.0
5861326;5791361;5861326_5791361;1;08:10;24.9704379;60.3119173;24.8610099;60.393284200000004;124.0;104.0;20381.5;2.0
5861326;5791362;5861326_5791362;1;08:10;24.9704379;60.3119173;24.8655427;60.3933569;128.0;108.0;20692.6;2.0
5861326;5791363;5861326_5791363;1;08:26;24.9704379;60.3119173;24.870075600000003;60.3934295;171.0;161.0;22517.6;1.0
5861326;5793258;5861326_5793258;1;08:10;24.9704379;60.3119173;24.820365;60.39037929999999;99.0;72.0;21085.5;2.0
5861326;5793259;5861326_5793259;1;08:10;24.9704379;60.3119173;24.824897399999998;60.3904534;95.0;68.0;20785.2;2.0
5861326;5793260;5861326_5793260;1;08:10;24.9704379;60.3119173;24.8294298;60.390527399999996;95.0;69.0;20819.7;2.0
5861326;5793261;5861326_5793261;1;08:10;24.9704379;60.3119173;24.833962200000002;60.39060129999999;85.0;58.0;19279.5;2.0
5861326;5793262;5861326_5793262;1;08:10;24.9704379;60.3119173;24.838494600000004;60.390675;83.0;57.0;19175.1;2.0
5861326;5793263;5861326_5793263;1;08:10;24.9704379;60.3119173;24.843027;60.3907485;84.0;57.0;19236.1;2.0
5861326;5793264;5861326_5793264;1;08:10;24.9704379;60.3119173;24.8475595;60.390821900000006;114.0;94.0;19718.3;2.0
5861326;5793265;5861326_5793265;1;08:10;24.9704379;60.3119173;24.852092000000003;60.3908951;115.0;95.0;19758.8;2.0
5861326;5793266;5861326_5793266;1;08:10;24.9704379;60.3119173;24.8566245;60.390968099999995;115.0;95.0;19767.9;2.0
5861326;5793267;5861326_5793267;1;08:10;24.9704379;60.3119173;24.861157100000003;60.391041099999995;126.0;106.0;20542.5;2.0
5861326;5793268;5861326_5793268;1;08:10;24.9704379;60.3119173;24.8656896;60.39111379999999;132.0;112.0;20939.9;2.0
5861326;5793269;5861326_5793269;1;08:23;24.9704379;60.3119173;24.870222199999997;60.391186399999995;170.0;159.0;22383.1;1.0
5861326;5793270;5861326_5793270;1;08:23;24.9704379;60.3119173;24.8747548;60.391258900000004;167.0;156.0;22202.5;1.0
5861326;5795164;5861326_5795164;1;08:10;24.9704379;60.3119173;24.820515;60.388136200000005;100.0;74.0;21160.4;2.0
5861326;5795165;5861326_5795165;1;08:10;24.9704379;60.3119173;24.825047;60.38821039999999;101.0;75.0;21241.8;2.0
5861326;5795166;5861326_5795166;1;08:10;24.9704379;60.3119173;24.829579100000004;60.3882844;100.0;74.0;21171.9;2.0
5861326;5795167;5861326_5795167;1;08:10;24.9704379;60.3119173;24.8341112;60.388358200000006;80.0;53.0;18954.0;2.0
5861326;5795168;5861326_5795168;1;08:10;24.9704379;60.3119173;24.8386433;60.3884319;80.0;53.0;18954.7;2.0
5861326;5795169;5861326_5795169;1;08:10;24.9704379;60.3119173;24.8431754;60.3885054;81.0;55.0;19049.1;2.0
5861326;5795170;5861326_5795170;1;08:10;24.9704379;60.3119173;24.8477076;60.3885788;110.0;90.0;19448.7;2.0
5861326;5795171;5861326_5795171;1;08:10;24.9704379;60.3119173;24.852239800000003;60.388652;109.0;89.0;19367.4;2.0
5861326;5795172;5861326_5795172;1;08:10;24.9704379;60.3119173;24.856772;60.388725;114.0;94.0;19702.0;2.0
5861326;5795173;5861326_5795173;1;08:10;24.9704379;60.3119173;24.8613042;60.38879789999999;117.0;97.0;19930.6;2.0
5861326;5795174;5861326_5795174;1;08:10;24.9704379;60.3119173;24.8658365;60.388870700000005;114.0;95.0;19740.2;2.0
5861326;5795175;5861326_5795175;1;08:10;24.9704379;60.3119173;24.8703687;60.388943299999994;114.0;94.0;19677.5;2.0
5861326;5795176;5861326_5795176;1;08:23;24.9704379;60.3119173;24.874901;60.3890157;168.0;157.0;22239.0;1.0
5861326;5797069;5861326_5797069;1;08:41;24.9704379;60.3119173;24.8161332;60.385818900000004;103.0;74.0;18232.0;2.0
5861326;5797070;5861326_5797070;1;08:10;24.9704379;60.3119173;24.820664899999997;60.385893200000005;103.0;76.0;21358.7;2.0
5861326;5797071;5861326_5797071;1;08:10;24.9704379;60.3119173;24.8251967;60.3859673;105.0;78.0;21475.7;2.0
5861326;5797072;5861326_5797072;1;08:10;24.9704379;60.3119173;24.829728399999997;60.386041299999995;81.0;55.0;19045.3;2.0
5861326;5797073;5861326_5797073;1;08:10;24.9704379;60.3119173;24.8342602;60.386115100000005;77.0;51.0;18760.4;2.0
5861326;5797074;5861326_5797074;1;08:10;24.9704379;60.3119173;24.838792;60.38618879999999;76.0;49.0;18656.0;2.0
5861326;5797075;5861326_5797075;1;08:10;24.9704379;60.3119173;24.8433238;60.386262300000006;79.0;52.0;18864.6;2.0
5861326;5797076;5861326_5797076;1;08:10;24.9704379;60.3119173;24.8478557;60.38633570000001;106.0;86.0;19131.8;2.0
5861326;5797077;5861326_5797077;1;08:10;24.9704379;60.3119173;24.8523875;60.386408900000006;108.0;88.0;19258.4;2.0
5861326;5797078;5861326_5797078;1;08:10;24.9704379;60.3119173;24.8569194;60.3864819;112.0;93.0;19592.1;2.0
5861326;5797079;5861326_5797079;1;08:10;24.9704379;60.3119173;24.8614514;60.38655479999999;111.0;91.0;19499.2;2.0
5861326;5797080;5861326_5797080;1;08:10;24.9704379;60.3119173;24.8659833;60.386627600000004;112.0;92.0;19544.0;2.0
5861326;5797081;5861326_5797081;1;08:10;24.9704379;60.3119173;24.8705153;60.3867002;111.0;92.0;19530.0;2.0
5861326;5797082;5861326_5797082;1;08:23;24.9704379;60.3119173;24.8750473;60.3867726;117.0;106.0;18669.1;1.0
5861326;5798974;5861326_5798974;1;08:41;24.9704379;60.3119173;24.8117521;60.3835014;88.0;55.0;16859.0;2.0
5861326;5798975;5861326_5798975;1;08:10;24.9704379;60.3119173;24.8162835;60.38357579999999;108.0;82.0;21719.0;2.0
5861326;5798976;5861326_5798976;1;08:10;24.9704379;60.3119173;24.8208149;60.383650100000004;108.0;81.0;21713.4;2.0
5861326;5798977;5861326_5798977;1;08:10;24.9704379;60.3119173;24.825346300000003;60.38372420000001;108.0;82.0;21720.3;2.0
5861326;5798978;5861326_5798978;1;08:10;24.9704379;60.3119173;24.8298777;60.38379820000001;79.0;52.0;18612.6;2.0
5861326;5798979;5861326_5798979;1;08:10;24.9704379;60.3119173;24.8344092;60.383872;76.0;50.0;18435.8;2.0
5861326;5798980;5861326_5798980;1;08:10;24.9704379;60.3119173;24.838940700000002;60.383945700000005;76.0;50.0;18436.0;2.0
5861326;5798981;5861326_5798981;1;08:10;24.9704379;60.3119173;24.843472199999997;60.384019200000004;80.0;53.0;18707.6;2.0
5861326;5798982;5861326_5798982;1;08:10;24.9704379;60.3119173;24.8480037;60.384092599999995;103.0;84.0;18963.9;2.0
5861326;5798983;5861326_5798983;1;08:10;24.9704379;60.3119173;24.8525353;60.38416579999999;102.0;82.0;18838.3;2.0
5861326;5798984;5861326_5798984;1;08:10;24.9704379;60.3119173;24.8570669;60.38423879999999;101.0;82.0;18831.4;2.0
5861326;5798985;5861326_5798985;1;08:10;24.9704379;60.3119173;24.8615985;60.38431170000001;107.0;87.0;19196.1;2.0
5861326;5798986;5861326_5798986;1;08:10;24.9704379;60.3119173;24.8661301;60.3843844;105.0;85.0;19058.1;2.0
5861326;5798987;5861326_5798987;1;08:10;24.9704379;60.3119173;24.8706618;60.384457;108.0;89.0;19314.1;2.0
5861326;5798988;5861326_5798988;1;08:23;24.9704379;60.3119173;24.875193399999997;60.3845294;111.0;100.0;18253.3;1.0
5861326;5800879;5861326_5800879;1;08:41;24.9704379;60.3119173;24.8073716;60.3811838;81.0;48.0;16362.7;2.0
5861326;5800880;5861326_5800880;1;08:41;24.9704379;60.3119173;24.8119026;60.3812584;85.0;52.0;16641.5;2.0
5861326;5800881;5861326_5800881;1;08:10;24.9704379;60.3119173;24.8164337;60.381332799999996;111.0;84.0;21923.6;2.0
5861326;5800882;5861326_5800882;1;08:10;24.9704379;60.3119173;24.820964800000002;60.3814071;93.0;70.0;18521.0;2.0
5861326;5800883;5861326_5800883;1;08:10;24.9704379;60.3119173;24.825495899999996;60.3814812;93.0;71.0;18556.8;2.0
5861326;5800884;5861326_5800884;1;08:10;24.9704379;60.3119173;24.830026999999998;60.3815551;78.0;51.0;18560.8;2.0
5861326;5800885;5861326_5800885;1;08:10;24.9704379;60.3119173;24.8345581;60.381629000000004;75.0;48.0;18333.8;2.0
5861326;5800886;5861326_5800886;1;08:10;24.9704379;60.3119173;24.8390893;60.381702600000004;77.0;50.0;18477.1;2.0
5861326;5800887;5861326_5800887;1;08:10;24.9704379;60.3119173;24.8436205;60.3817761;81.0;54.0;18750.6;2.0
5861326;5800888;5861326_5800888;1;08:10;24.9704379;60.3119173;24.8481517;60.3818495;92.0;72.0;18175.0;2.0
5861326;5800889;5861326_5800889;1;08:10;24.9704379;60.3119173;24.852683;60.381922700000004;98.0;78.0;18578.8;2.0
5861326;5800890;5861326_5800890;1;08:10;24.9704379;60.3119173;24.857214300000003;60.381995700000004;99.0;79.0;18654.7;2.0
5861326;5800891;5861326_5800891;1;08:10;24.9704379;60.3119173;24.8617456;60.3820686;102.0;82.0;18865.8;2.0
5861326;5800892;5861326_5800892;1;08:10;24.9704379;60.3119173;24.866276899999995;60.382141299999994;101.0;81.0;18802.4;2.0
5861326;5800893;5861326_5800893;1;08:10;24.9704379;60.3119173;24.8708082;60.382213899999996;103.0;84.0;18963.9;2.0
5861326;5800894;5861326_5800894;1;08:23;24.9704379;60.3119173;24.8753396;60.382286300000004;110.0;98.0;18162.5;1.0
5861326;5800895;5861326_5800895;1;08:23;24.9704379;60.3119173;24.879870999999998;60.3823586;106.0;95.0;17922.9;1.0
5861326;5802783;5861326_5802783;1;08:41;24.9704379;60.3119173;24.8029917;60.378866;80.0;46.0;16264.6;2.0
5861326;5802784;5861326_5802784;1;08:41;24.9704379;60.3119173;24.8075224;60.3789407;78.0;45.0;16145.3;2.0
5861326;5802785;5861326_5802785;1;08:41;24.9704379;60.3119173;24.8120531;60.37901529999999;82.0;49.0;16424.0;2.0
5861326;5802786;5861326_5802786;1;08:10;24.9704379;60.3119173;24.816583899999998;60.3790897;95.0;72.0;18658.1;2.0
5861326;5802787;5861326_5802787;1;08:10;24.9704379;60.3119173;24.8211146;60.379164;91.0;69.0;18420.9;2.0
5861326;5802788;5861326_5802788;1;08:10;24.9704379;60.3119173;24.8256454;60.3792381;88.0;66.0;18223.1;2.0
5861326;5802789;5861326_5802789;1;08:10;24.9704379;60.3119173;24.8301762;60.37931210000001;88.0;66.0;18223.5;2.0
5861326;5802790;5861326_5802790;1;08:10;24.9704379;60.3119173;24.834707100000003;60.379385899999996;78.0;52.0;18583.0;2.0
5861326;5802791;5861326_5802791;1;08:10;24.9704379;60.3119173;24.839237899999997;60.379459499999996;76.0;52.0;18601.0;2.0
5861326;5802792;5861326_5802792;1;08:10;24.9704379;60.3119173;24.8437688;60.379532999999995;81.0;57.0;18977.0;2.0
5861326;5802793;5861326_5802793;1;08:10;24.9704379;60.3119173;24.848299700000002;60.3796064;89.0;69.0;17946.9;2.0
5861326;5802794;5861326_5802794;1;08:10;24.9704379;60.3119173;24.8528307;60.3796795;94.0;74.0;18282.3;2.0
5861326;5802795;5861326_5802795;1;08:10;24.9704379;60.3119173;24.8573616;60.37975260000001;94.0;74.0;18282.8;2.0
5861326;5802796;5861326_5802796;1;08:10;24.9704379;60.3119173;24.8618926;60.3798255;95.0;75.0;18396.5;2.0
5861326;5802797;5861326_5802797;1;08:10;24.9704379;60.3119173;24.8664236;60.37989820000001;100.0;81.0;18757.8;2.0
5861326;5802798;5861326_5802798;1;08:10;24.9704379;60.3119173;24.8709547;60.379970799999995;103.0;83.0;18932.2;2.0
5861326;5802799;5861326_5802799;1;08:23;24.9704379;60.3119173;24.8754857;60.3800432;102.0;91.0;17605.8;1.0
5861326;5802800;5861326_5802800;1;08:23;24.9704379;60.3119173;24.8800168;60.3801154;101.0;89.0;17526.7;1.0
5861326;5802801;5861326_5802801;1;08:23;24.9704379;60.3119173;24.884547899999998;60.3801875;106.0;95.0;17894.8;1.0
5861326;5804689;5861326_5804689;1;08:41;24.9704379;60.3119173;24.8031428;60.376622999999995;77.0;44.0;16098.7;2.0
5861326;5804690;5861326_5804690;1;08:41;24.9704379;60.3119173;24.8076732;60.37669770000001;75.0;41.0;15927.8;2.0
5861326;5804691;5861326_5804691;1;08:41;24.9704379;60.3119173;24.812203600000004;60.3767723;84.0;51.0;16581.4;2.0
5861326;5804692;5861326_5804692;1;08:41;24.9704379;60.3119173;24.816734;60.37684670000001;87.0;54.0;16773.6;2.0
5861326;5804693;5861326_5804693;1;08:10;24.9704379;60.3119173;24.821264499999998;60.3769209;91.0;69.0;18421.8;2.0
5861326;5804694;5861326_5804694;1;08:10;24.9704379;60.3119173;24.825794899999998;60.376994999999994;85.0;62.0;17982.7;2.0
5861326;5804695;5861326_5804695;1;08:10;24.9704379;60.3119173;24.8303255;60.37706899999999;84.0;61.0;17908.6;2.0
5861326;5804696;5861326_5804696;1;08:10;24.9704379;60.3119173;24.834856;60.377142799999994;80.0;57.0;17632.7;2.0
5861326;5804697;5861326_5804697;1;08:10;24.9704379;60.3119173;24.8393865;60.3772164;79.0;56.0;18870.0;2.0
5861326;5804698;5861326_5804698;1;08:10;24.9704379;60.3119173;24.8439171;60.3772899;82.0;58.0;19039.1;2.0
5861326;5804699;5861326_5804699;1;08:10;24.9704379;60.3119173;24.848447699999998;60.37736329999999;86.0;66.0;17724.9;2.0
5861326;5804700;5861326_5804700;1;08:10;24.9704379;60.3119173;24.852978399999998;60.37743639999999;85.0;65.0;17683.2;2.0
5861326;5804701;5861326_5804701;1;08:10;24.9704379;60.3119173;24.857509;60.377509499999995;89.0;69.0;17933.1;2.0
5861326;5804702;5861326_5804702;1;08:10;24.9704379;60.3119173;24.8620397;60.3775823;90.0;70.0;17996.9;2.0
5861326;5804703;5861326_5804703;1;08:10;24.9704379;60.3119173;24.8665704;60.3776551;92.0;72.0;18146.4;2.0
5861326;5804704;5861326_5804704;1;08:10;24.9704379;60.3119173;24.871101100000004;60.37772760000001;94.0;74.0;18294.5;2.0
5861326;5804705;5861326_5804705;1;08:23;24.9704379;60.3119173;24.8756318;60.3778;98.0;87.0;17361.7;1.0
5861326;5804706;5861326_5804706;1;08:23;24.9704379;60.3119173;24.880162600000002;60.3778723;98.0;86.0;17322.3;1.0
5861326;5804707;5861326_5804707;1;08:23;24.9704379;60.3119173;24.884693399999996;60.377944400000004;102.0;90.0;17596.4;1.0
5861326;5806593;5861326_5806593;1;08:41;24.9704379;60.3119173;24.7987638;60.3743051;78.0;44.0;16113.4;2.0
5861326;5806594;5861326_5806594;1;08:41;24.9704379;60.3119173;24.8032938;60.3743799;72.0;39.0;15743.9;2.0
5861326;5806595;5861326_5806595;1;08:41;24.9704379;60.3119173;24.8078239;60.3744546;72.0;38.0;15710.3;2.0
5861326;5806596;5861326_5806596;1;08:41;24.9704379;60.3119173;24.812354;60.374529200000005;81.0;47.0;16347.6;2.0
5861326;5806597;5861326_5806597;1;08:41;24.9704379;60.3119173;24.816884100000003;60.37460359999999;86.0;53.0;16722.8;2.0
5861326;5806598;5861326_5806598;1;08:41;24.9704379;60.3119173;24.8214143;60.374677899999995;91.0;57.0;17033.2;2.0
5861326;5806599;5861326_5806599;1;08:10;24.9704379;60.3119173;24.825944500000002;60.374752;83.0;60.0;17819.2;2.0
5861326;5806600;5861326_5806600;1;08:10;24.9704379;60.3119173;24.8304747;60.3748259;79.0;57.0;17591.5;2.0
5861326;5806601;5861326_5806601;1;08:10;24.9704379;60.3119173;24.8350049;60.3748997;77.0;54.0;17392.5;2.0
5861326;5806602;5861326_5806602;1;08:10;24.9704379;60.3119173;24.839535100000003;60.3749733;81.0;58.0;17674.8;2.0
5861326;5806603;5861326_5806603;1;08:10;24.9704379;60.3119173;24.844065399999998;60.3750468;83.0;60.0;17823.2;2.0
5861326;5806604;5861326_5806604;1;08:10;24.9704379;60.3119173;24.8485957;60.3751201;86.0;66.0;17720.5;2.0
5861326;5806605;5861326_5806605;1;08:10;24.9704379;60.3119173;24.853126;60.3751933;81.0;61.0;17407.4;2.0
5861326;5806606;5861326_5806606;1;08:10;24.9704379;60.3119173;24.8576563;60.37526629999999;84.0;64.0;17594.8;2.0
5861326;5806607;5861326_5806607;1;08:10;24.9704379;60.3119173;24.8621867;60.3753392;86.0;67.0;17777.4;2.0
5861326;5806608;5861326_5806608;1;08:10;24.9704379;60.3119173;24.8667171;60.375411899999996;91.0;71.0;18097.7;2.0
5861326;5806609;5861326_5806609;1;08:10;24.9704379;60.3119173;24.8712475;60.3754845;96.0;76.0;18418.1;2.0
5861326;5806610;5861326_5806610;1;08:23;24.9704379;60.3119173;24.8757779;60.3755569;93.0;82.0;17006.5;1.0
5861326;5806611;5861326_5806611;1;08:23;24.9704379;60.3119173;24.880308399999997;60.3756291;95.0;84.0;17166.3;1.0
5861326;5806612;5861326_5806612;1;08:23;24.9704379;60.3119173;24.8848389;60.3757012;99.0;88.0;17412.7;1.0
5861326;5806613;5861326_5806613;1;08:23;24.9704379;60.3119173;24.8893694;60.375773200000005;121.0;110.0;18426.6;1.0
5861326;5808496;5861326_5808496;1;08:41;24.9704379;60.3119173;24.7943854;60.371987;76.0;49.0;16459.2;2.0
5861326;5808497;5861326_5808497;1;08:41;24.9704379;60.3119173;24.798915100000002;60.372062;82.0;49.0;16440.4;2.0
5861326;5808498;5861326_5808498;1;08:41;24.9704379;60.3119173;24.8034449;60.372136899999994;81.0;47.0;16336.5;2.0
5861326;5808499;5861326_5808499;1;08:41;24.9704379;60.3119173;24.8079746;60.37221160000001;75.0;42.0;15948.3;2.0
5861326;5808500;5861326_5808500;1;08:41;24.9704379;60.3119173;24.812504399999998;60.372286200000005;79.0;46.0;16239.1;2.0
5861326;5808501;5861326_5808501;1;08:41;24.9704379;60.3119173;24.817034200000002;60.3723606;91.0;58.0;17073.8;2.0
5861326;5808502;5861326_5808502;1;08:41;24.9704379;60.3119173;24.8215641;60.3724348;91.0;58.0;17085.8;2.0
5861326;5808503;5861326_5808503;1;08:10;24.9704379;60.3119173;24.8260939;60.37250890000001;84.0;61.0;17917.1;2.0
5861326;5808504;5861326_5808504;1;08:10;24.9704379;60.3119173;24.8306238;60.372582799999996;80.0;57.0;17605.0;2.0
5861326;5808505;5861326_5808505;1;08:10;24.9704379;60.3119173;24.8351537;60.3726566;74.0;52.0;17225.4;2.0
5861326;5808506;5861326_5808506;1;08:10;24.9704379;60.3119173;24.8396837;60.3727302;73.0;50.0;17139.5;2.0
5861326;5808507;5861326_5808507;1;08:10;24.9704379;60.3119173;24.844213600000003;60.3728037;80.0;59.0;17260.1;2.0
5861326;5808508;5861326_5808508;1;08:10;24.9704379;60.3119173;24.848743600000002;60.372877;77.0;57.0;17075.2;2.0
5861326;5808509;5861326_5808509;1;08:10;24.9704379;60.3119173;24.8532736;60.3729502;78.0;59.0;17210.8;2.0
5861326;5808510;5861326_5808510;1;08:10;24.9704379;60.3119173;24.8578036;60.373023200000006;83.0;63.0;17512.0;2.0
5861326;5808511;5861326_5808511;1;08:10;24.9704379;60.3119173;24.8623337;60.3730961;81.0;61.0;17391.2;2.0
5861326;5808512;5861326_5808512;1;08:23;24.9704379;60.3119173;24.8668638;60.373168799999995;93.0;82.0;16980.2;1.0
5861326;5808513;5861326_5808513;1;08:23;24.9704379;60.3119173;24.871393899999998;60.3732413;90.0;79.0;16779.4;1.0
5861326;5808514;5861326_5808514;1;08:23;24.9704379;60.3119173;24.875923999999998;60.3733137;89.0;78.0;16694.0;1.0
5861326;5808515;5861326_5808515;1;08:23;24.9704379;60.3119173;24.8804541;60.373385999999996;93.0;82.0;16985.5;1.0
5861326;5808516;5861326_5808516;1;08:23;24.9704379;60.3119173;24.8849843;60.3734581;96.0;85.0;16659.8;1.0
5861326;5808517;5861326_5808517;1;08:23;24.9704379;60.3119173;24.8895145;60.37353;94.0;82.0;16484.5;1.0
5861326;5808518;5861326_5808518;1;08:23;24.9704379;60.3119173;24.8940447;60.373601799999996;100.0;88.0;16869.5;1.0
5861326;5810399;5861326_5810399;1;08:41;24.9704379;60.3119173;24.7900077;60.3696688;75.0;54.0;16810.4;2.0
5861326;5810400;5861326_5810400;1;08:41;24.9704379;60.3119173;24.794537;60.369744;76.0;53.0;16734.3;2.0
5861326;5810401;5861326_5810401;1;08:41;24.9704379;60.3119173;24.799066500000002;60.36981899999999;85.0;51.0;16628.9;2.0
5861326;5810402;5861326_5810402;1;08:41;24.9704379;60.3119173;24.803595899999998;60.3698939;73.0;44.0;16090.5;2.0
5861326;5810403;5861326_5810403;1;08:41;24.9704379;60.3119173;24.8081253;60.3699686;73.0;44.0;16104.1;2.0
5861326;5810404;5861326_5810404;1;08:41;24.9704379;60.3119173;24.8126548;60.3700431;81.0;47.0;16344.6;2.0
5861326;5810405;5861326_5810405;1;08:41;24.9704379;60.3119173;24.8171843;60.370117500000006;92.0;59.0;17130.6;2.0
5861326;5810406;5861326_5810406;1;08:41;24.9704379;60.3119173;24.8217139;60.3701917;94.0;60.0;17235.9;2.0
5861326;5810407;5861326_5810407;1;08:41;24.9704379;60.3119173;24.8262434;60.37026579999999;96.0;62.0;17400.7;2.0
5861326;5810408;5861326_5810408;1;08:10;24.9704379;60.3119173;24.830773;60.37033979999999;79.0;56.0;17540.2;2.0
5861326;5810409;5861326_5810409;1;08:10;24.9704379;60.3119173;24.835302600000002;60.3704135;70.0;47.0;16928.5;2.0
5861326;5810410;5861326_5810410;1;08:10;24.9704379;60.3119173;24.8398322;60.3704872;68.0;45.0;16761.9;2.0
5861326;5810411;5861326_5810411;1;08:10;24.9704379;60.3119173;24.8443618;60.370560600000005;81.0;60.0;17331.6;2.0
5861326;5810412;5861326_5810412;1;08:10;24.9704379;60.3119173;24.8488915;60.3706339;73.0;52.0;16782.3;2.0
5861326;5810413;5861326_5810413;1;08:10;24.9704379;60.3119173;24.8534212;60.3707071;73.0;53.0;16817.3;2.0
5861326;5810414;5861326_5810414;1;08:10;24.9704379;60.3119173;24.8579509;60.3707801;75.0;55.0;16988.7;2.0
5861326;5810415;5861326_5810415;1;08:10;24.9704379;60.3119173;24.8624807;60.370853000000004;81.0;61.0;17396.2;2.0
5861326;5810416;5861326_5810416;1;08:23;24.9704379;60.3119173;24.867010399999998;60.3709257;85.0;74.0;16424.0;1.0
5861326;5810417;5861326_5810417;1;08:23;24.9704379;60.3119173;24.871540200000002;60.37099820000001;84.0;73.0;16391.8;1.0
5861326;5810418;5861326_5810418;1;08:23;24.9704379;60.3119173;24.876070000000002;60.3710706;88.0;77.0;16650.0;1.0
5861326;5810419;5861326_5810419;1;08:23;24.9704379;60.3119173;24.880599899999996;60.371142799999994;96.0;85.0;17184.3;1.0
5861326;5810420;5861326_5810420;1;08:23;24.9704379;60.3119173;24.8851297;60.3712149;95.0;84.0;16586.8;1.0
5861326;5810421;5861326_5810421;1;08:23;24.9704379;60.3119173;24.8896596;60.3712868;94.0;82.0;16472.1;1.0
5861326;5810422;5861326_5810422;1;08:23;24.9704379;60.3119173;24.8941895;60.3713586;98.0;86.0;16714.1;1.0
5861326;5810423;5861326_5810423;1;08:23;24.9704379;60.3119173;24.898719399999997;60.371430200000006;113.0;102.0;15853.3;1.0
5861326;5810457;5861326_5810457;1;08:06;24.9704379;60.3119173;25.052750399999997;60.3737736;76.0;66.0;17740.1;3.0
5861326;5810458;5861326_5810458;1;08:06;24.9704379;60.3119173;25.0572811;60.37383979999999;73.0;62.0;17484.4;3.0
5861326;5810462;5861326_5810462;1;08:06;24.9704379;60.3119173;25.075404100000004;60.3741032;57.0;44.0;16739.4;3.0
5861326;5810463;5861326_5810463;1;08:06;24.9704379;60.3119173;25.079934899999998;60.3741686;55.0;44.0;17100.8;3.0
